Shape,Carat,Cut,Color,Clarity,Polish,Symmetry,L/W Ratio,Report,Depth,Table,Fluorescence,Culet,Date Loose,Price,ln price,ln carat
 Round,1.21,Signature-Ideal,G,VS1,EX,EX,1.01,GIA,61.2,56,None,None,12/10/2008,10434.00,9.25282498,0.19062036
 Emerald,1.5,Very Good,E,VS2,G,G,1.37,GIA,65.4,58,None,None,12/11/2008,10442.00,9.25359141,0.40546511
 Round,1.18,Ideal,E,VS2,EX,EX,1,GIA,61.3,57,None,None,12/11/2008,10443.00,9.25368718,0.16551444
 Round,1.2,Signature-Ideal,E,VS2,EX,EX,1.01,GIA,61.7,57,None,Very Small,12/10/2008,10445.00,9.25387867,0.18232156
 Emerald,1.49,Very Good,G,VVS1,VG,VG,1.33,GIA,67,62,None,None,12/10/2008,10445.00,9.25387867,0.39877612
 Round,1.03,Very Good,G,VS2,VG,G,1.01,GIA,61.5,56,None,None,12/11/2008,10449.00,9.25426156,0.0295588
 Round,1.67,Ideal,J,VS1,VG,VG,1.01,GIA,61.7,55,None,None,12/10/2008,10452.00,9.25454863,0.51282363
 Round,1.09,Signature-Ideal,G,VVS1,ID,ID,1.01,AGSL,61.5,56,None,Pointed,12/10/2008,10454.00,9.25473996,0.0861777
 Round,1.51,Very Good,E,SI2,EX,EX,1.01,GIA,61.4,59,None,None,12/10/2008,10454.00,9.25473996,0.41210965
 Round,1.53,Good,D,SI2,EX,EX,1.01,AGSL,59.1,61,None,Pointed,12/10/2008,10457.00,9.25502689,0.42526774
 Round,1.57,Very Good,E,SI2,VG,VG,1.01,GIA,61.8,61,None,None,12/10/2008,10459.00,9.25521813,0.45107562
 Round,1.04,Ideal,E,VS1,EX,EX,1.01,GIA,60.4,57,None,None,12/11/2008,10465.00,9.25579163,0.03922071
 Round,1.08,Very Good,D,VS1,VG,VG,1.01,GIA,61.4,55,Faint,None,12/10/2008,10466.00,9.25588719,0.07696104
 Emerald,1.61,Good,G,VS2,G,VG,1.11,GIA,57.2,72,None,Small,12/10/2008,10469.00,9.25617379,0.47623418
 Emerald,1.5,Very Good,D,VS2,VG,VG,1.25,GIA,67,69,Faint,None,12/10/2008,10470.00,9.2562693,0.40546511
 Emerald,1.54,Good,D,VS2,G,G,1.72,GIA,71.7,66,None,None,12/10/2008,10471.00,9.25636481,0.43178242
 Emerald,1.57,Very Good,D,SI1,VG,G,1.34,GIA,67.7,65,None,None,12/10/2008,10473.00,9.2565558,0.45107562
 Emerald,2.01,Very Good,J,VS2,G,G,1.59,GIA,68.7,62,None,None,12/10/2008,10481.00,9.25731937,0.69813472
 Princess,2.19,Good,J,VS2,EX,VG,1.07,GIA,78,70,Faint,None,12/10/2008,10484.00,9.25760556,0.78390154
 Round,1.5,Very Good,E,SI1,EX,EX,1,GIA,64,58,None,Small,12/11/2008,10489.00,9.25808237,0.40546511
 Round,1.62,Very Good,D,SI2,VG,VG,1.01,GIA,63.5,60,Medium,None,12/10/2008,10489.00,9.25808237,0.48242615
 Princess,2.21,Very Good,J,VS1,VG,G,1,GIA,72.5,72,None,None,12/10/2008,10489.00,9.25808237,0.79299252
 Emerald,1.54,Very Good,D,SI1,VG,VG,1.61,GIA,67.9,64,None,None,12/10/2008,10496.00,9.25874951,0.43178242
 Round,1,Very Good,E,VVS2,EX,VG,1.01,GIA,61.3,57,Faint,None,12/10/2008,10500.00,9.25913054,0
 Round,1.5,Very Good,D,SI2,VG,G,1.01,GIA,61.5,58,Faint,None,12/10/2008,10502.00,9.25932099,0.40546511
 Emerald,1.52,Very Good,D,SI1,VG,G,1.13,GIA,65.9,71,None,None,12/10/2008,10508.00,9.25989215,0.41871033
 Emerald,2.15,Very Good,J,VS1,EX,EX,1.3,GIA,69.2,70,None,Very Small,12/10/2008,10510.00,9.26008246,0.76546784
 Emerald,2.13,Good,J,VVS2,VG,G,1.07,GIA,62.3,70,None,Small,12/10/2008,10535.00,9.26245833,0.75612198
 Round,1.54,Ideal,D,SI2,EX,EX,1,GIA,60.5,59,Faint,None,12/10/2008,10537.00,9.26264815,0.43178242
 Emerald,1.5,Good,D,VVS2,VG,G,1.3,GIA,70.3,68,None,None,12/10/2008,10538.00,9.26274305,0.40546511
 Emerald,1.55,Very Good,D,SI1,G,G,1.34,GIA,63,69,Faint,None,12/10/2008,10562.00,9.26501793,0.43825493
 Emerald,1.55,Very Good,D,SI1,VG,VG,1.51,GIA,61.9,71,None,None,12/10/2008,10562.00,9.26501793,0.43825493
 Princess,1.53,Very Good,D,SI1,VG,VG,1.02,GIA,73,69,Faint,None,12/17/2008,10569.00,9.26568047,0.42526774
 Emerald,1.23,Signature-Ideal,D,VS1,EX,EX,1.35,GIA,67.1,66,Faint,Very Small,12/10/2008,10576.00,9.26634256,0.20701417
 Princess,1.01,Very Good,D,IF,EX,G,1.03,GIA,70.8,72,None,None,12/11/2008,10587.00,9.26738211,0.00995033
 Round,1.67,Very Good,J,VS1,VG,G,1,GIA,63.8,54,None,None,12/17/2008,10587.00,9.26738211,0.51282363
 Princess,2.04,Very Good,J,VVS2,EX,VG,1.02,GIA,72.5,75,None,None,12/10/2008,10602.00,9.26879794,0.71294981
 Round,1.53,Very Good,D,SI2,EX,EX,1.01,AGSL,61.1,60,None,Pointed,12/10/2008,10610.00,9.26955223,0.42526774
 Round,2.01,Good,J,SI2,VG,VG,1.01,GIA,63,61,Faint,None,12/10/2008,10624.00,9.27087087,0.69813472
 Round,1.81,Very Good,J,SI1,EX,EX,1.01,GIA,63.2,55,None,None,12/11/2008,10639.00,9.27228177,0.59332685
 Princess,2.17,Very Good,J,VS1,EX,EX,1.01,GIA,68.9,70,None,None,12/10/2008,10687.00,9.27678333,0.77472717
 Round,1.8,Ideal,J,VS2,VG,EX,1.01,GIA,60.6,61,None,None,12/10/2008,10711.00,9.27902653,0.58778666
 Round,1.63,Ideal,J,VS1,VG,VG,1,GIA,60.8,60,None,None,12/17/2008,10714.00,9.27930658,0.48858001
 Round,1.71,Ideal,I,SI1,EX,EX,1,GIA,59.9,58,None,None,12/10/2008,10731.00,9.28089203,0.53649337
 Emerald,1.97,Very Good,I,VS1,G,G,1.83,GIA,68.9,68,None,None,12/18/2008,10735.00,9.28126471,0.67803354
 Princess,2.04,Very Good,I,VS2,EX,VG,1.02,GIA,73.3,76,None,None,12/10/2008,10767.00,9.28424118,0.71294981
 Princess,2,Very Good,I,VS2,EX,EX,1.02,GIA,71.9,72,None,None,12/10/2008,10773.00,9.28479828,0.69314718
 Round,1.7,Ideal,I,SI1,VG,VG,1.01,GIA,62.2,57,None,None,12/10/2008,10775.00,9.28498391,0.53062825
 Round,1.61,Ideal,I,VS2,EX,EX,1.01,GIA,60,60,None,None,12/10/2008,10778.00,9.2852623,0.47623418
 Round,1.63,Ideal,I,SI1,EX,EX,1,GIA,61.9,57,None,None,12/17/2008,10807.00,9.28794935,0.48858001
 Round,1.57,Very Good,I,VS2,EX,VG,1.01,GIA,63.7,55,None,None,12/17/2008,10812.00,9.28841191,0.45107562
 Round,2.05,Very Good,I,SI2,VG,ID,1,AGSL,63,57,Negligible,None,12/10/2008,10812.00,9.28841191,0.71783979
 Round,1.72,Very Good,I,VS2,VG,VG,1,GIA,62.4,59,None,None,12/10/2008,10870.00,9.29376198,0.54232429
 Round,1.52,Ideal,I,VS1,EX,EX,1.01,GIA,61.3,58,None,None,12/11/2008,10874.00,9.2941299,0.41871033
 Round,1.71,Very Good,I,VS2,EX,EX,1.01,GIA,62.4,59,None,None,12/10/2008,10884.00,9.2950491,0.53649337
 Princess,2.04,Good,I,VVS2,VG,VG,1.13,GIA,75.1,71,Faint,None,12/10/2008,10887.00,9.2953247,0.71294981
 Round,1.69,Very Good,I,VS2,EX,EX,1,GIA,62.5,59,None,None,12/10/2008,10891.00,9.29569204,0.52472853
 Round,1.5,Ideal,I,VS1,EX,EX,1,GIA,62.5,58,None,None,12/10/2008,10894.00,9.29596746,0.40546511
 Round,1.55,Very Good,I,VS1,EX,VG,1.01,GIA,59.6,58,None,None,12/10/2008,10902.00,9.29670154,0.43825493
 Princess,2.1,Very Good,I,VS2,VG,VG,1.04,GIA,73.9,76,None,None,12/10/2008,10907.00,9.29716006,0.74193734
 Emerald,2.04,Very Good,I,VS2,VG,VG,1.41,GIA,69.6,60,Faint,None,12/10/2008,10920.00,9.29835125,0.71294981
 Princess,2.13,Good,I,VS2,EX,G,1.11,GIA,76.5,72,None,None,12/10/2008,10921.00,9.29844282,0.75612198
 Round,1.71,Very Good,I,SI1,VG,G,1.01,GIA,61.3,59,None,None,12/10/2008,10930.00,9.29926658,0.53649337
 Round,1.01,Very Good,E,VVS2,VG,VG,1.02,GIA,59.3,60,None,None,12/10/2008,10937.00,9.29990682,0.00995033
 Round,1,Signature-Ideal,E,VS1,EX,EX,1,GIA,61,57,None,None,12/10/2008,10943.00,9.30045526,0
 Round,0.96,Ideal,E,IF,EX,VG,1,GIA,62,57,None,None,12/11/2008,10949.00,9.30100341,-0.040822
 Round,1.03,Ideal,E,VVS2,VG,VG,1,GIA,62.3,56,Medium,None,12/10/2008,10980.00,9.30383072,0.0295588
 Round,1.03,Ideal,E,VVS2,EX,VG,1.01,GIA,61,59,Medium,None,12/10/2008,10980.00,9.30383072,0.0295588
 Round,1.3,Ideal,E,VS1,EX,EX,1.01,GIA,60.9,58,Strong Blue,None,12/10/2008,10985.00,9.30428598,0.26236426
 Round,1.51,Very Good,E,SI1,VG,VG,1.01,GIA,62.3,59,Very Strong Blue,None,12/10/2008,11006.00,9.30619586,0.41210965
 Round,1.17,Ideal,E,VS1,EX,VG,1.01,GIA,61.5,58,None,None,12/11/2008,11024.00,9.30782999,0.15700375
 Round,1.05,Ideal,E,VS1,EX,EX,1.01,GIA,61.9,59,None,None,12/10/2008,11027.00,9.30810209,0.04879016
 Emerald,1.34,Very Good,E,VVS1,G,G,1.44,GIA,69.3,66,None,None,12/10/2008,11032.00,9.30855542,0.29266961
 Emerald,1.47,Very Good,E,VS1,VG,VG,1.26,GIA,62.3,72,None,None,12/10/2008,11033.00,9.30864606,0.3852624
 Round,1.01,Ideal,E,VVS2,EX,VG,1.01,GIA,61.7,58,None,None,12/10/2008,11035.00,9.30882732,0.00995033
 Round,1.01,Ideal,E,VVS2,EX,VG,1.01,GIA,62.3,53,None,None,12/10/2008,11035.00,9.30882732,0.00995033
 Round,1.57,Very Good,D,SI2,VG,VG,1.01,GIA,60.3,60,Faint,None,12/10/2008,11060.00,9.31109028,0.45107562
 Round,1.23,Ideal,D,VS2,EX,EX,1.01,GIA,61.5,55,Faint,None,12/10/2008,11065.00,9.31154225,0.20701417
 Round,1.53,Ideal,D,SI2,VG,VG,1,GIA,59.6,60,None,None,12/10/2008,11065.00,9.31154225,0.42526774
 Emerald,1.86,Very Good,D,SI2,G,G,1.37,GIA,64.2,68,None,None,12/10/2008,11068.00,9.31181334,0.62057649
 Emerald,1.55,Very Good,D,VS1,EX,G,1.33,GIA,67.4,60,None,None,12/10/2008,11071.00,9.31208436,0.43825493
 Round,1.01,Very Good,E,VVS2,EX,EX,1,GIA,64.3,56,None,None,12/11/2008,11077.00,9.31262617,0.00995033
 Round,1.01,Very Good,E,VVS2,EX,EX,1.01,GIA,64.3,55,None,None,12/11/2008,11078.00,9.31271644,0.00995033
 Round,1.01,Ideal,E,VVS2,EX,EX,1.01,GIA,62.2,57,Medium,None,12/11/2008,11078.00,9.31271644,0.00995033
 Emerald,1.51,Very Good,D,VS1,VG,G,1.25,GIA,69.7,65,None,None,12/10/2008,11085.00,9.31334812,0.41210965
 Round,1.51,Good,E,SI1,EX,VG,1.01,GIA,62.2,60,Strong Blue,None,12/10/2008,11087.00,9.31352853,0.41210965
 Emerald,1.58,Good,E,SI1,VG,VG,1.33,GIA,71.7,59,None,None,12/10/2008,11088.00,9.31361872,0.45742485
 Round,0.94,Ideal,E,VVS1,EX,EX,1.01,GIA,61.2,59,None,None,12/11/2008,11090.00,9.31379908,-0.0618754
 Princess,1.52,Very Good,D,SI1,EX,EX,1.01,GIA,70.9,72,None,None,12/10/2008,11124.00,9.31686022,0.41871033
 Round,1.21,Ideal,D,VS1,EX,EX,1.01,GIA,59.9,59,Strong,None,12/11/2008,11132.00,9.31757912,0.19062036
 Round,1.01,Very Good,D,VS1,VG,EX,1.01,GIA,63.1,58,None,None,12/10/2008,11138.00,9.31811796,0.00995033
 Round,1.01,Very Good,D,VS1,VG,EX,1,GIA,63.1,58,None,None,12/10/2008,11138.00,9.31811796,0.00995033
 Emerald,1.45,Good,D,VS1,VG,G,1.34,GIA,71.5,59,None,None,12/17/2008,11142.00,9.31847703,0.37156356
 Round,1.27,Ideal,D,VS2,VG,VG,1.01,GIA,59.4,62,Faint,None,12/17/2008,11154.00,9.31955346,0.2390169
 Round,1.26,Very Good,D,VS2,EX,EX,1.01,GIA,62.4,58,None,None,12/10/2008,11169.00,9.32089736,0.23111172
 Princess,1.58,Very Good,D,VS2,VG,G,1.02,GIA,73.8,71,None,None,12/10/2008,11179.00,9.3217923,0.45742485
 Round,1.06,Ideal,D,VS1,EX,EX,1.01,GIA,61.9,55,Medium,None,12/10/2008,11220.00,9.32545318,0.05826891
 Emerald,1.68,Good,D,VS2,VG,VG,1.33,GIA,73.2,68,Medium,None,12/11/2008,11221.00,9.3255423,0.51879379
 Round,1.02,Very Good,D,VS1,EX,EX,1,GIA,62.3,59,None,None,12/10/2008,11242.00,9.32741204,0.01980263
 Princess,1.5,Very Good,D,VS1,VG,G,1,GIA,66.3,78,Medium Blue,Medium,12/10/2008,11250.00,9.32812341,0.40546511
 Emerald,1.86,Good,D,SI1,G,G,1.4,GIA,71.2,67,Faint,None,12/11/2008,11250.00,9.32812341,0.62057649
 Princess,1.08,Very Good,D,IF,VG,G,1.03,GIA,73,72,None,None,12/11/2008,11260.00,9.3290119,0.07696104
 Princess,2.02,Very Good,I,VS1,VG,VG,1.01,GIA,73.4,71,None,None,12/10/2008,11618.00,9.3603109,0.70309751
 Round,1.63,Ideal,I,VS1,ID,ID,1.01,AGSL,61.6,55.6,None,Pointed,12/10/2008,11622.00,9.36065513,0.48858001
 Princess,2.01,Very Good,I,VVS2,EX,G,1.01,GIA,72.6,72,Faint,None,12/10/2008,11628.00,9.36117126,0.69813472
 Round,2.08,Very Good,I,SI2,VG,EX,1,GIA,63.6,58,None,None,12/10/2008,11639.00,9.36211681,0.73236789
 Round,1.52,Ideal,I,VS1,EX,EX,1,GIA,61.6,56,None,None,12/11/2008,11651.00,9.36314729,0.41871033
 Princess,2.12,Very Good,I,VS1,EX,VG,1.02,GIA,69.7,71,None,None,12/10/2008,11665.00,9.36434818,0.75141609
 Round,1.7,Very Good,I,VS2,EX,EX,1.01,GIA,59.6,59,None,None,12/10/2008,11669.00,9.36469103,0.53062825
 Emerald,2.04,Very Good,I,VS1,VG,G,1.17,GIA,68.4,69,None,Very Small,12/11/2008,11679.00,9.36554764,0.71294981
 Princess,2.02,Good,I,VVS2,VG,VG,1.05,GIA,75.4,71,None,None,12/10/2008,11681.00,9.36571887,0.70309751
 Princess,2.02,Good,I,VVS2,VG,VG,1.06,GIA,76.6,74,None,None,12/10/2008,11681.00,9.36571887,0.70309751
 Round,1.62,Very Good,I,VS1,EX,EX,1.01,GIA,61.2,60,None,None,12/10/2008,11685.00,9.36606125,0.48242615
 Princess,2.05,Very Good,I,VS1,EX,VG,1.03,GIA,69,68,None,None,12/10/2008,11696.00,9.36700218,0.71783979
 Round,1.71,Very Good,I,VS2,VG,VG,1.01,GIA,62.5,60,Faint,None,12/17/2008,11712.00,9.36836924,0.53649337
 Princess,1.88,Signature-Ideal,I,SI1,EX,EX,1,GIA,69.6,69,None,None,12/10/2008,11719.00,9.36896674,0.63127178
 Princess,2.17,Very Good,I,VS2,EX,VG,1.03,GIA,69.7,68,None,None,12/10/2008,11720.00,9.36905206,0.77472717
 Princess,2.04,Very Good,I,VS1,EX,EX,1.01,GIA,70.7,69,None,None,12/10/2008,11736.00,9.37041632,0.71294981
 Round,1.65,Ideal,I,VS1,ID,ID,1,AGSL,61.8,58,None,None,12/10/2008,11745.00,9.3711829,0.50077529
 Princess,2.13,Good,I,VS2,VG,G,1.02,GIA,76.8,74,Faint,None,12/10/2008,11773.00,9.37356405,0.75612198
 Princess,2.19,Very Good,I,VS2,EX,VG,1.01,GIA,72.6,67,None,None,12/10/2008,11781.00,9.37424334,0.78390154
 Round,1.5,Very Good,I,VVS1,EX,EX,1.01,GIA,62.5,58,None,None,12/10/2008,11790.00,9.37500699,0.40546511
 Round,1.15,Signature-Ideal,G,VVS1,EX,EX,1.01,GIA,61.3,56,None,None,12/10/2008,11797.00,9.37560054,0.13976194
 Round,1.07,Signature-Ideal,G,IF,EX,EX,1.01,GIA,61.6,57,None,Very Small,12/10/2008,11799.00,9.37577006,0.06765865
 Emerald,1.67,Very Good,G,VS1,VG,G,1.36,GIA,61.7,64,Faint Blue,None,12/11/2008,11800.00,9.37585481,0.51282363
 Round,1.27,Ideal,G,VS1,EX,EX,1,GIA,61,57,None,None,12/11/2008,11805.00,9.37627845,0.2390169
 Princess,1.6,Good,G,VVS1,VG,VG,1.01,GIA,75.3,69,None,None,12/10/2008,11818.00,9.37737907,0.47000363
 Round,1.52,Very Good,G,VS2,EX,EX,1.01,GIA,61.9,58,Medium,None,12/10/2008,11821.00,9.37763289,0.41871033
 Round,1.2,Signature-Ideal,G,VVS2,ID,ID,1.01,AGSL,60.9,56,Medium Blue,Very Small,12/10/2008,11824.00,9.37788664,0.18232156
 Round,1.21,Ideal,G,VVS1,EX,EX,1.01,GIA,62.2,54,None,None,12/17/2008,11828.00,9.37822488,0.19062036
 Round,1.5,Good,G,VS2,VG,VG,1.01,GIA,62.4,62,None,None,12/10/2008,11859.00,9.38084235,0.40546511
 Round,1.36,Very Good,G,VS1,VG,G,1.01,GIA,62.6,58,None,None,12/10/2008,11862.00,9.38109529,0.3074847
 Round,1.29,Ideal,G,VVS1,ID,ID,1.01,AGSL,61.4,56.1,None,Pointed,12/10/2008,11872.00,9.38193797,0.25464222
 Round,1.25,Very Good,G,IF,EX,EX,1,GIA,62.5,56,None,None,12/11/2008,11888.00,9.38328477,0.22314355
 Round,1.52,Ideal,G,SI1,ID,ID,1,AGSL,62.4,55,None,Pointed,12/10/2008,11888.00,9.38328477,0.41871033
 Emerald,1.53,Good,G,VVS2,VG,G,1.49,GIA,57.8,72,Faint,Small,12/10/2008,11889.00,9.38336888,0.42526774
 Round,1.3,Very Good,G,VVS2,EX,G,1.01,GIA,59.3,58,Faint,Very Small,12/10/2008,11890.00,9.38345299,0.26236426
 Round,1.54,Ideal,G,SI1,EX,EX,1.01,GIA,60,58,None,None,12/10/2008,11913.00,9.38538552,0.43178242
 Round,1.18,Very Good,G,IF,VG,EX,1,GIA,62.5,57,None,None,12/10/2008,11914.00,9.38546946,0.16551444
 Round,1.02,Ideal,D,VS1,EX,EX,1,GIA,63,56,None,None,12/10/2008,11921.00,9.38605683,0.01980263
 Princess,1.2,Very Good,D,IF,G,VG,1.09,GIA,72,73,None,None,12/10/2008,11924.00,9.38630845,0.18232156
 Round,1.51,Good,G,VS2,VG,VG,1.01,GIA,65.5,58,None,None,12/10/2008,11933.00,9.38706295,0.41210965
 Round,1.51,Very Good,D,SI1,VG,EX,1.01,GIA,64.4,59,Strong,None,12/10/2008,11933.00,9.38706295,0.41210965
 Round,1.5,Very Good,G,VS2,VG,G,1,GIA,63.7,57,None,None,12/11/2008,11937.00,9.3873981,0.40546511
 Round,1.54,Ideal,D,SI2,EX,EX,1.01,GIA,59.4,59,None,None,12/17/2008,11944.00,9.38798434,0.43178242
 Round,1.46,Very Good,D,SI1,VG,G,1.02,GIA,58.8,56,None,None,12/10/2008,11952.00,9.38865391,0.37843644
 Princess,1.7,Very Good,G,VS2,VG,VG,1.05,GIA,70.7,70,None,None,12/10/2008,11953.00,9.38873757,0.53062825
 Round,0.9,Very Good,D,IF,VG,VG,1.01,GIA,59.3,61,None,Very Small,12/10/2008,11986.00,9.39149458,-0.1053605
 Round,1.05,Very Good,D,VS1,VG,EX,1.01,GIA,61,59,None,None,12/10/2008,11994.00,9.3921618,0.04879016
 Round,0.92,Very Good,D,IF,VG,VG,1.01,GIA,61.8,58,None,None,12/10/2008,12014.00,9.39382792,-0.0833816
 Round,1,Very Good,D,VVS2,EX,EX,1,GIA,64,57,None,None,12/11/2008,12017.00,9.39407759,0
 Round,1.53,Very Good,D,SI1,EX,EX,1,GIA,59.2,57,Medium,None,12/11/2008,12030.00,9.39515881,0.42526774
 Round,1.05,Ideal,D,VS1,EX,EX,1,GIA,61.2,58,Faint,None,12/11/2008,12043.00,9.39623886,0.04879016
 Emerald,2.01,Very Good,D,SI2,VG,G,1.5,GIA,68,66,None,None,12/10/2008,12057.00,9.39740068,0.69813472
 Round,1.02,Ideal,F,VVS2,EX,EX,1,GIA,62,56,None,None,12/10/2008,12062.00,9.39781529,0.01980263
 Round,1.77,Very Good,D,SI2,EX,EX,1,GIA,62.1,59,Strong,None,12/10/2008,12074.00,9.39880966,0.57097955
 Princess,1.7,Very Good,F,SI1,VG,VG,1.04,GIA,73.2,71,Faint,None,12/11/2008,12091.00,9.40021665,0.53062825
 Round,1.13,Ideal,F,VVS2,EX,EX,1,GIA,61.7,56,None,None,12/10/2008,12093.00,9.40038205,0.12221763
 Emerald,1.58,Very Good,D,VS1,VG,VG,1.06,GIA,59,67,None,Small,12/10/2008,12095.00,9.40054742,0.45742485
 Round,1.75,Ideal,F,SI2,EX,EX,1.01,GIA,61.4,57,None,None,12/10/2008,12103.00,9.40120863,0.55961579
 Round,1.06,Ideal,F,VVS2,VG,EX,1.01,GIA,61.7,58,None,None,12/10/2008,12104.00,9.40129126,0.05826891
 Princess,1.74,Good,F,VS2,VG,G,1.11,GIA,77.7,73,None,None,12/11/2008,12107.00,9.40153908,0.55388511
 Emerald,1.21,Very Good,D,IF,EX,VG,1.1,GIA,63.9,64,Medium Blue,Small,12/10/2008,12114.00,9.40211709,0.19062036
 Emerald,1.54,Very Good,F,VVS2,VG,VG,1.06,GIA,68.3,61,None,None,12/10/2008,12114.00,9.40211709,0.43178242
 Round,1.2,Good,D,VS1,EX,VG,1.01,GIA,56.8,64,None,None,12/10/2008,12116.00,9.40228217,0.18232156
 Round,1.22,Ideal,F,VS1,EX,EX,1.01,GIA,62.1,59,None,None,12/11/2008,12116.00,9.40228217,0.19885086
 Round,1,Very Good,D,VVS2,EX,EX,1.01,GIA,63.6,59,None,None,12/17/2008,12119.00,9.40252975,0
 Round,1,Very Good,D,VVS2,EX,EX,1.01,GIA,62.7,58,None,None,12/17/2008,12119.00,9.40252975,0
 Round,1.02,Ideal,F,VVS1,EX,EX,1.01,GIA,61.5,56,None,None,12/10/2008,12119.00,9.40252975,0.01980263
 Princess,1.01,Very Good,D,IF,EX,VG,1.01,GIA,71.7,68,None,None,12/10/2008,12120.00,9.40261226,0.00995033
 Round,1,Ideal,F,IF,EX,VG,1,GIA,62.9,55,None,None,12/11/2008,12121.00,9.40269476,0
 Round,1,Very Good,F,IF,EX,EX,1.01,GIA,61.9,54,None,None,12/11/2008,12121.00,9.40269476,0
 Round,1.54,Very Good,F,SI1,VG,VG,1.01,GIA,62.5,59,None,None,12/10/2008,12125.00,9.40302472,0.43178242
 Round,1.01,Very Good,F,VVS1,EX,EX,1.01,GIA,63.5,56,None,None,12/11/2008,12128.00,9.40327211,0.00995033
 Round,1.06,Ideal,F,VVS1,EX,EX,1,GIA,61.3,58,Medium,None,12/11/2008,12141.00,9.40434343,0.05826891
 Princess,1.53,Good,F,VVS2,VG,G,1.09,GIA,76.2,74,None,None,12/10/2008,12142.00,9.4044258,0.42526774
 Round,1.1,Very Good,F,VVS2,VG,VG,1.01,GIA,58.6,58,None,None,12/18/2008,12147.00,9.4048375,0.09531018
 Round,1.31,Ideal,F,VS1,EX,EX,1.01,GIA,61.1,56,Strong,None,12/11/2008,12151.00,9.40516675,0.27002714
 Round,1.02,Ideal,F,VVS2,EX,EX,1,GIA,61.9,57,None,None,12/11/2008,12157.00,9.40566041,0.01980263
 Round,1.26,Signature-Ideal,F,VS1,EX,EX,1.01,GIA,61.4,57,None,None,12/10/2008,12157.00,9.40566041,0.23111172
 Emerald,2.26,Very Good,J,VS2,G,G,1.27,GIA,63.6,67,None,Very Small,12/10/2008,12319.00,9.41889806,0.81536481
 Round,2.05,Very Good,J,SI1,VG,EX,1,GIA,61.4,60,Medium,None,12/10/2008,12348.00,9.42124939,0.71783979
 Round,2.11,Very Good,J,SI2,VG,VG,1.02,GIA,60.8,61,Medium Blue,None,12/16/2008,12367.00,9.42278691,0.74668795
 Round,1.78,Ideal,J,VS1,EX,EX,1,GIA,62.5,57,None,None,12/10/2008,12385.00,9.42424134,0.57661336
 Round,2.03,Very Good,J,SI1,VG,EX,1,GIA,61.1,63,None,None,12/17/2008,12394.00,9.42496776,0.70803579
 Round,1.84,Very Good,J,VS1,VG,VG,1,GIA,60.7,59,None,None,12/17/2008,12409.00,9.42617729,0.60976557
 Round,2.01,Very Good,J,VS2,EX,VG,1.01,GIA,62.5,57,Medium Blue,None,12/10/2008,12429.00,9.42778773,0.69813472
 Round,2.02,Very Good,J,SI1,EX,G,1.01,GIA,62.6,58,Faint Blue,Very Small,12/11/2008,12460.00,9.43027879,0.70309751
 Round,2,Very Good,J,VS2,EX,G,1.01,GIA,62,60,Strong,None,12/10/2008,12482.00,9.43204289,0.69314718
 Round,2,Very Good,J,VS2,EX,VG,1.01,GIA,62.4,61,None,None,12/10/2008,12482.00,9.43204289,0.69314718
 Round,2.03,Very Good,J,SI2,VG,VG,1.01,GIA,59.4,60,None,None,12/17/2008,12509.00,9.43420366,0.70803579
 Round,2.01,Very Good,J,VS1,EX,VG,1.01,GIA,63.5,58,None,None,12/17/2008,12520.00,9.43508264,0.69813472
 Round,2.08,Ideal,J,SI2,VG,EX,1.01,GIA,61.1,57,None,None,12/10/2008,12562.00,9.43843166,0.73236789
 Round,2.01,Good,J,SI1,EX,G,1.01,GIA,60.1,62,None,None,12/10/2008,12574.00,9.43938647,0.69813472
 Round,2.01,Very Good,J,SI1,VG,VG,1.01,GIA,61.6,60,None,None,12/10/2008,12592.00,9.44081697,0.69813472
 Round,2.02,Good,J,VS2,G,VG,1,GIA,59.1,56,Medium,None,12/10/2008,12598.00,9.44129335,0.70309751
 Round,2.02,Very Good,J,VS1,EX,VG,1.02,GIA,62.4,55,None,None,12/10/2008,12605.00,9.44184884,0.70309751
 Round,2.02,Very Good,J,VS2,G,G,1.01,GIA,61.5,59,Faint,None,12/16/2008,12610.00,9.44224543,0.70309751
 Round,2.02,Ideal,J,SI1,G,EX,1.01,AGSL,61.3,57,None,Pointed,12/10/2008,12620.00,9.44303814,0.70309751
 Round,2.01,Good,J,VS2,EX,G,1,GIA,58.4,60,None,None,12/17/2008,12642.00,9.44477988,0.69813472
 Emerald,2,Very Good,I,VS2,EX,G,1.23,GIA,67.2,64,None,None,12/10/2008,12836.00,9.460009,0.69314718
 Round,1.7,Ideal,I,VS2,EX,EX,1.01,GIA,62.3,56,None,None,12/10/2008,12847.00,9.4608656,0.53062825
 Round,1.7,Ideal,I,VS2,EX,EX,1.01,GIA,60.4,59,None,None,12/10/2008,12847.00,9.4608656,0.53062825
 Round,1.6,Signature-Ideal,I,VS1,ID,ID,1,AGSL,60.8,55,None,Pointed,12/10/2008,12875.00,9.46304273,0.47000363
 Emerald,2.02,Good,I,VS2,G,G,1.19,GIA,71.2,55,None,Medium,12/10/2008,12884.00,9.46374151,0.70309751
 Round,2.24,Ideal,I,SI2,ID,ID,1,AGSL,62.1,54,None,None,12/10/2008,12884.00,9.46374151,0.80647587
